# tcksift /media/andraderenew/Elements/neuroimaging/diffusion-mri_mrtrix3_fsl_single_subject/derivatives/tracks_500k.tck /media/andraderenew/Elements/neuroimaging/diffusion-mri_mrtrix3_fsl_single_subject/derivatives/wm_fod.mif /media/andraderenew/Elements/neuroimaging/diffusion-mri_mrtrix3_fsl_single_subject/derivatives/tracks_sift_100k.tck -term_number 100000 -csv /home/andraderenew/github/diffusion-mri_mrtrix3_fsl_single_subject/results/tables/tcksift_iterations.csv -out_mu /home/andraderenew/github/diffusion-mri_mrtrix3_fsl_single_subject/results/tables/tcksift_mu.txt -nthreads 12 -force  (version=3.0.3)
#Iteration,Removed this iteration,Total removed,Remaining,Cost,TD,Mu,Recalculation,
1224,98,290684,209316,9857.6127833952796,10584271.310178094,0.026444007760708817,Non-linearity,
1225,24,290708,209292,9857.3995746730252,10582664.472702317,0.026448022933143817,Non-linearity,
1226,17,290725,209275,9857.2703533727763,10581672.301754288,0.02645050278313716,Non-linearity,
1227,34,290759,209241,9856.980946820624,10579485.471996598,0.02645597022734748,Non-linearity,
1228,82,290841,209159,9856.3938985328914,10575036.71620398,0.026467099848355595,Non-linearity,
1229,25,290866,209134,9856.1554071587452,10573122.050665192,0.026471892722565168,Non-linearity,
1230,23,290889,209111,9855.9988079741888,10571961.018437676,0.026474799914572463,Non-linearity,
1231,65,290954,209046,9855.5767950513837,10568685.853691392,0.02648300427720993,Non-linearity,
1232,50,291004,208996,9855.1524604122606,10565431.968046479,0.02649116037226713,Non-linearity,
1233,14,291018,208982,9854.9934152362821,10564110.876522355,0.026494473215897898,Non-linearity,
1234,34,291052,208948,9854.7925598421589,10562471.37742167,0.026498585668699753,Non-linearity,
1235,29,291081,208919,9854.6114956011297,10560986.04339724,0.026502312522492688,Non-linearity,
1236,53,291134,208866,9854.266278144627,10558345.582546525,0.02650894029557721,Non-linearity,
1237,27,291161,208839,9853.9926659930406,10556223.568058304,0.02651426912884906,Non-linearity,
1238,34,291195,208805,9853.8229164070453,10554923.145757012,0.026517535826900907,Non-linearity,
1239,47,291242,208758,9853.5088045977845,10552441.660579018,0.026523771622769574,Non-linearity,
1240,44,291286,208714,9853.0815389274703,10549150.965925507,0.026532045429235318,Non-linearity,
1241,43,291329,208671,9852.8142027416761,10547091.468344025,0.026537226258808787,Non-linearity,
1242,20,291349,208651,9852.6708436212302,10545974.777069382,0.026540036230351755,Non-linearity,
1243,39,291388,208612,9852.4220487386847,10544013.279859833,0.026544973459244156,Non-linearity,
1244,57,291445,208555,9852.0505759897169,10540847.071388535,0.026552946909505583,Non-linearity,
1245,8,291453,208547,9851.9741955079626,10540255.054567628,0.026554438314707232,Non-linearity,
1246,60,291513,208487,9851.6247786985459,10537482.033686928,0.026561426323008126,Non-linearity,
1247,13,291526,208474,9851.4870347775832,10536378.415372185,0.026564208462695992,Non-linearity,
1248,19,291545,208455,9851.3067179400714,10534984.810919099,0.026567722468636274,Non-linearity,
1249,43,291588,208412,9851.0172658880529,10532745.616692834,0.026573370596192161,Non-linearity,
1250,27,291615,208385,9850.7790833737763,10530912.01836329,0.026577997440272765,Non-linearity,
1251,75,291690,208310,9850.3594638533468,10527513.034576707,0.026586578591593368,Non-linearity,
1252,29,291719,208281,9850.0540909392967,10525003.676690392,0.026592917329584184,Non-linearity,
1253,35,291754,208246,9849.792910210952,10522991.958807282,0.026598001192383418,Non-linearity,
1254,27,291781,208219,9849.6284261634373,10521709.304089837,0.026601243636240973,Non-linearity,
1255,9,291790,208210,9849.5142327740359,10520817.505057625,0.026603498495553855,Non-linearity,
1256,32,291822,208178,9849.2642492096129,10518862.426183037,0.026608443130799707,Non-linearity,
1257,25,291847,208153,9849.0260104420704,10517003.167607598,0.026613147130150245,Non-linearity,
1258,64,291911,208089,9848.5918588251006,10513600.787887864,0.026621759596411877,Non-linearity,
1259,17,291928,208072,9848.4471172645335,10512455.182215028,0.026624660730189466,Non-linearity,
1260,38,291966,208034,9848.1961421841534,10510477.615332894,0.026629670212083158,Non-linearity,
1261,33,291999,208001,9847.9302401659315,10508381.072515778,0.026634983137396775,Non-linearity,
1262,32,292031,207969,9847.74823372836,10506950.554086022,0.026638609483029426,Non-linearity,
1263,49,292080,207920,9847.3475305070169,10503805.048060708,0.026646586773758973,Non-linearity,
1264,33,292113,207887,9847.1270808420959,10502096.066125207,0.026650922911531129,Non-linearity,
1265,26,292139,207861,9846.9447537247634,10500657.999242119,0.026654572759916395,Non-linearity,
1266,45,292184,207816,9846.6443709766827,10498218.883117966,0.02666076558166311,Non-linearity,
1267,68,292252,207748,9846.1474401647301,10494121.710363679,0.026671174624493418,Non-linearity,
1268,7,292259,207741,9846.0962971356221,10493713.893080048,0.026672211146557712,Non-linearity,
1269,28,292287,207713,9845.8967710174602,10492100.948933892,0.026676311448970286,Non-linearity,
1270,66,292353,207647,9845.4969898472009,10488699.24774199,0.026684963126200049,Non-linearity,
1271,39,292392,207608,9845.2573570604036,10486601.317163758,0.026690301671876408,Non-linearity,
1272,34,292426,207574,9845.0756183780177,10485060.477171235,0.026694223965345109,Non-linearity,
1273,49,292475,207525,9844.7471071894015,10482236.504805855,0.026701415536605575,Non-linearity,
1274,19,292494,207506,9844.6134783232592,10480991.369178109,0.026704587649111426,Non-linearity,
1275,10,292504,207496,9844.5252970614783,10480230.18818026,0.026706527208100961,Non-linearity,
1276,22,292526,207474,9844.3762444941258,10478919.717145257,0.026709867068630145,Non-linearity,
1277,80,292606,207394,9843.8424133647532,10474383.611678414,0.026721434219359047,Non-linearity,
1278,54,292660,207340,9843.4261637990476,10471005.370809846,0.026730055305677871,Non-linearity,
1279,16,292676,207324,9843.2826850971687,10469869.70467215,0.026732954713170578,Non-linearity,
1280,23,292699,207301,9843.1139891493895,10468493.022349648,0.02673647028949119,Non-linearity,
1281,51,292750,207250,9842.8094475796624,10465882.855468087,0.026743138303097228,Non-linearity,
1282,58,292808,207192,9842.4765675692488,10463012.740845971,0.026750474227671357,Non-linearity,
1283,8,292816,207184,9842.4164642096021,10462521.530892663,0.026751730148546409,Non-linearity,
1284,43,292859,207141,9842.1240032297046,10460062.555488877,0.026758019006389758,Non-linearity,
1285,43,292902,207098,9841.8492666010879,10457753.07190638,0.026763928230404754,Non-linearity,
1286,23,292925,207075,9841.6696087634518,10456280.72726088,0.026767696848276675,Non-linearity,
1287,4,292929,207071,9841.6251287405994,10455914.723160081,0.026768633838207715,Non-linearity,
1288,35,292964,207036,9841.4265747596091,10454246.095202737,0.026772906445758329,Non-linearity,
1289,37,293001,206999,9841.1939394743113,10452180.179125123,0.026778198220002828,Non-linearity,
1290,36,293037,206963,9840.9053991367,10449788.183203034,0.026784327850558027,Non-linearity,
1291,42,293079,206921,9840.5829721844457,10447132.897870354,0.026791135463094647,Non-linearity,
1292,5,293084,206916,9840.557943332713,10446931.579459481,0.026791651743762888,Non-linearity,
1293,70,293154,206846,9840.0995455824032,10443047.269367509,0.026801616946501572,Non-linearity,
1294,66,293220,206780,9839.6874100825298,10439417.25973063,0.026810936444456219,Non-linearity,
1295,28,293248,206752,9839.4562995995948,10437470.692887597,0.026815936629026701,Non-linearity,
1296,29,293277,206723,9839.2297165568252,10435606.539222054,0.02682072686583508,Non-linearity,
1297,33,293310,206690,9839.0331384566689,10433946.113988213,0.026824995031607787,Non-linearity,
1298,71,293381,206619,9838.6898965307573,10431011.720947556,0.026832541287027896,Non-linearity,
1299,9,293390,206610,9838.5683388039106,10429946.921188645,0.026835280637832772,Non-linearity,
1300,37,293427,206573,9838.341370983193,10427993.777681641,0.026840306835129571,Non-linearity,
1301,34,293461,206539,9838.1469636740694,10426158.94627028,0.026845030284899086,Non-linearity,
1302,44,293505,206495,9837.8928927333982,10423913.128060631,0.026850814010944354,Non-linearity,
1303,39,293544,206456,9837.6564029018791,10421788.001585297,0.02685628921114323,Non-linearity,
1304,5,293549,206451,9837.6156060692592,10421434.673764519,0.026857199745483101,Non-linearity,
1305,6,293555,206445,9837.5716786691482,10421051.539813332,0.026858187160718212,Non-linearity,
1306,17,293572,206428,9837.4695249984961,10420010.088532738,0.026860871562477451,Non-linearity,
1307,60,293632,206368,9837.0820034972166,10416640.75213366,0.026869559902069837,Non-linearity,
1308,3,293635,206365,9837.0642097889577,10416488.752055459,0.026869951989586426,Non-linearity,
1309,81,293716,206284,9836.587062549208,10412011.427095704,0.026881506481967916,Non-linearity,
1310,14,293730,206270,9836.4936135504558,10411206.417339616,0.026883584999491141,Non-linearity,
1311,36,293766,206234,9836.1869635226831,10408405.342455201,0.026890819819068924,Non-linearity,
1312,68,293834,206166,9835.7713350205449,10404723.788319878,0.026900334728923451,Non-linearity,
1313,38,293872,206128,9835.5420837863439,10402632.653751664,0.026905742227363558,Non-linearity,
1314,18,293890,206110,9835.419722656301,10401532.003031068,0.026908589291100141,Non-linearity,
1315,19,293909,206091,9835.315062705251,10400585.67022448,0.0269110376609932,Non-linearity,
1316,28,293937,206063,9835.1707725819997,10399221.804997735,0.026914567062439741,Non-linearity,
1317,11,293948,206052,9835.0936206068072,10398508.356761269,0.026916413687912082,Non-linearity,
1318,29,293977,206023,9834.9310507381324,10396986.728078179,0.026920352981881057,Non-linearity,
1319,11,293988,206012,9834.8107022691893,10395886.823314004,0.026923201206857081,Non-linearity,
1320,23,294011,205989,9834.6520809389458,10394391.381454758,0.026927074649812234,Non-linearity,
1321,90,294101,205899,9834.1141252832895,10389281.245840363,0.026940319165953769,Non-linearity,
1322,30,294131,205869,9833.8806031350341,10387082.727384858,0.02694602132414756,Non-linearity,
1323,54,294185,205815,9833.5671503373615,10384066.325823121,0.026953848702965688,Non-linearity,
1324,72,294257,205743,9833.1860199600906,10380415.850952439,0.026963327547433108,Non-linearity,
1325,41,294298,205702,9832.9561719566609,10378334.585747056,0.026968734757518906,Non-linearity,
1326,64,294362,205638,9832.5892436008016,10374738.86396151,0.02697808169804124,Non-linearity,
1327,2,294364,205636,9832.5572234166793,10374444.265198998,0.026978847783363985,Non-linearity,
1328,34,294398,205602,9832.3149977836711,10372199.785449319,0.026984685838817215,Non-linearity,
1329,63,294461,205539,9831.9536310611347,10368740.489579491,0.026993688669234722,Non-linearity,
1330,46,294507,205493,9831.64082879548,10365726.601702981,0.027001537221887958,Non-linearity,
1331,18,294525,205475,9831.5299826193732,10364549.126634888,0.027004604758786136,Non-linearity,
1332,36,294561,205439,9831.3114299874487,10362370.786299042,0.027010281569721854,Non-linearity,
1333,56,294617,205383,9830.9611533319185,10358898.865884118,0.027019334418794803,Non-linearity,
1334,7,294624,205376,9830.8876506868892,10358135.296063714,0.027021326200881046,Non-linearity,
1335,14,294638,205362,9830.783080292591,10357181.595240884,0.02702381435470888,Non-linearity,
1336,50,294688,205312,9830.4704424623196,10354208.919472985,0.027031572845841633,Non-linearity,
1337,53,294741,205259,9830.2037223562493,10351648.788011841,0.027038258194379248,Non-linearity,
1338,39,294780,205220,9829.9827187751162,10349477.562963776,0.027043930571858259,Non-linearity,
1339,46,294826,205174,9829.7467414680959,10347273.588782601,0.027049690941894525,Non-linearity,
1340,31,294857,205143,9829.5776046713381,10345597.341934495,0.027054073671831231,Non-linearity,
1341,54,294911,205089,9829.2563212152763,10342587.215057664,0.027061947542516972,Non-linearity,
1342,13,294924,205076,9829.1666953924196,10341757.107846551,0.027064119737973465,Non-linearity,
1343,17,294941,205059,9829.0750722543453,10340898.356838517,0.027066367254514535,Non-linearity,
1344,92,295033,204967,9828.5635736598269,10335724.5116046,0.027079916105885525,Non-linearity,
1345,43,295076,204924,9828.2374179088602,10332546.949788384,0.027088243975850454,Non-linearity,
1346,35,295111,204889,9827.9259239342955,10329364.749163918,0.027096589138306124,Non-linearity,
1347,27,295138,204862,9827.7187366911749,10327505.69361525,0.027101466798593321,Non-linearity,
1348,30,295168,204832,9827.5480203012467,10325964.155348115,0.027105512711162551,Non-linearity,
1349,17,295185,204815,9827.4177509448709,10324797.110265069,0.027108576534596092,Non-linearity,
1350,13,295198,204802,9827.3584009872411,10324254.361298852,0.027110001640117024,Non-linearity,
1351,61,295259,204741,9827.0632272416133,10321504.908753686,0.027117223228796949,Non-linearity,
1352,19,295278,204722,9826.9669658923613,10320598.866398148,0.027119603841891975,Non-linearity,
1353,55,295333,204667,9826.6588397733176,10317579.942184739,0.027127539038823343,Non-linearity,
1354,36,295369,204631,9826.4629274322397,10315613.146917634,0.02713271122923315,Non-linearity,
1355,32,295401,204599,9826.2949778191451,10313924.424217515,0.027137153730795505,Non-linearity,
1356,37,295438,204562,9826.1042051494824,10312024.528318696,0.027142153502366758,Non-linearity,
1357,17,295455,204545,9826.0158631491795,10311137.092315011,0.027144489512839695,Non-linearity,
1358,34,295489,204511,9825.846961670095,10309357.582001023,0.02714917495503838,Non-linearity,
1359,41,295530,204470,9825.6130284986666,10306998.08902102,0.027155389983620517,Non-linearity,
1360,28,295558,204442,9825.4302173104334,10305047.200928979,0.027160530874867379,Non-linearity,
1361,55,295613,204387,9825.1622076183103,10302362.478116326,0.027167608717158252,Non-linearity,
1362,35,295648,204352,9824.957750336418,10300224.943049721,0.027173246624740834,Non-linearity,
1363,20,295668,204332,9824.8149681149025,10298780.740107827,0.027177057142092995,Non-linearity,
1364,36,295704,204296,9824.6277889003813,10296841.818590455,0.027182174651111782,Non-linearity,
1365,41,295745,204255,9824.3955417992329,10294496.299731545,0.02718836789276383,Non-linearity,
1366,22,295767,204233,9824.2423369389016,10292871.090405755,0.027192660843551247,Non-linearity,
1367,73,295840,204160,9823.8778124070432,10289092.16444426,0.02720264802710267,Non-linearity,
1368,55,295895,204105,9823.6048821581189,10286248.418525033,0.02721016849677944,Non-linearity,
1369,26,295921,204079,9823.4359526269982,10284520.238503747,0.027214740812111751,Non-linearity,
1370,76,295997,204003,9823.0357652661132,10280285.043798737,0.027225952536854267,Non-linearity,
1371,75,296072,203928,9822.6792445395258,10276487.433168702,0.027236013714609719,Non-linearity,
1372,31,296103,203897,9822.5044854811458,10274663.934836678,0.027240847432373583,Non-linearity,
1373,26,296129,203871,9822.3575795207544,10273095.903167062,0.027245005332960103,Non-linearity,
1374,6,296135,203865,9822.3174422362554,10272670.467253976,0.027246133666995329,Non-linearity,
1375,10,296145,203855,9822.2772123563136,10272241.544637017,0.027247271343022871,Non-linearity,
1376,13,296158,203842,9822.2028877159337,10271445.543048196,0.027249382912537524,Non-linearity,
1377,63,296221,203779,9821.9091261442336,10268103.140354447,0.027258252945259721,Non-linearity,
1378,13,296234,203766,9821.8004649460381,10266954.516777329,0.027261302483655242,Non-linearity,
1379,53,296287,203713,9821.5584785575611,10264399.896166138,0.027268087321143757,Non-linearity,
1380,22,296309,203691,9821.441587335712,10263159.752206139,0.027271382247327166,Non-linearity,
1381,21,296330,203670,9821.325390486616,10261920.783543877,0.027274674846119704,Non-linearity,
1382,33,296363,203637,9821.1145964577081,10259686.076260857,0.027280615662833546,Non-linearity,
1383,44,296407,203593,9820.9357322930082,10257689.039303117,0.027285926839405564,Non-linearity,
1384,50,296457,203543,9820.6683972452975,10254756.426856332,0.027293729954890759,Non-linearity,
1385,53,296510,203490,9820.4404920219422,10252257.215583138,0.0273003833967774,Non-linearity,
1386,21,296531,203469,9820.3502467374492,10251290.607111268,0.027302957587958587,Non-linearity,
1387,18,296549,203451,9820.2354631700491,10250052.38403254,0.027306255829853975,Non-linearity,
1388,35,296584,203416,9820.0718189625513,10248205.303413682,0.027311177360446276,Non-linearity,
1389,13,296597,203403,9819.9960119191437,10247344.929800324,0.027313470424309316,Non-linearity,
1390,66,296663,203337,9819.6609308540428,10243591.013358407,0.027323479852211889,Non-linearity,
1391,45,296708,203292,9819.3758867631695,10240562.617844872,0.027331560101987853,Non-linearity,
1392,41,296749,203251,9819.1579560708324,10238248.806098275,0.027337736947854224,Non-linearity,
1393,16,296765,203235,9819.0585323882769,10237191.491257958,0.027340560436601144,Non-linearity,
1394,29,296794,203206,9818.8758992375861,10235223.62689238,0.02734581704032368,Non-linearity,
1395,7,296801,203199,9818.8205974058765,10234502.042682938,0.027347745058871949,Non-linearity,
1396,20,296821,203179,9818.7354426699567,10233583.119382195,0.02735020074617758,Non-linearity,
1397,14,296835,203165,9818.6768254969065,10232965.620548539,0.027351851168712676,Non-linearity,
1398,34,296869,203131,9818.5000438629522,10230927.222756676,0.027357300719062488,Non-linearity,
1399,75,296944,203056,9818.1227269360515,10226808.146182351,0.027368319486102792,Non-linearity,
1400,49,296993,203007,9817.82952793203,10223582.779960923,0.027376953724716355,Non-linearity,
1401,20,297013,202987,9817.6982762924017,10222244.32773333,0.027380538333293764,Non-linearity,
1402,39,297052,202948,9817.4847439214045,10219940.751483254,0.027386709910933265,Non-linearity,
1403,41,297093,202907,9817.2594341519416,10217332.661868386,0.027393700678099993,Non-linearity,
1404,28,297121,202879,9817.0852769436697,10215497.382655434,0.02739862213101972,Non-linearity,
1405,14,297135,202865,9817.0252819710222,10214862.793863587,0.027400324244779568,Non-linearity,
1406,57,297192,202808,9816.754394562111,10211899.523871712,0.027408275219856476,Non-linearity,
1407,53,297245,202755,9816.5364799970375,10209578.567121796,0.027414505978644105,Non-linearity,
1408,9,297254,202746,9816.4579343309779,10208754.653678231,0.027416718509044799,Non-linearity,
1409,77,297331,202669,9816.0596803154986,10204286.200892739,0.027428724278951575,Non-linearity,
1410,49,297380,202620,9815.8266023202596,10201735.90951281,0.027435581076629096,Non-linearity,
1411,50,297430,202570,9815.5503609221869,10198647.962040238,0.027443888024134243,Non-linearity,
1412,59,297489,202511,9815.3322921499657,10196039.468603425,0.027450909103447642,Non-linearity,
1413,47,297536,202464,9815.0885964953068,10193132.786578469,0.027458737026985019,Non-linearity,
1414,31,297567,202433,9814.9335944793947,10191427.798762612,0.027463330771158482,Non-linearity,
1415,15,297582,202418,9814.8402650586413,10190394.805092148,0.027466114711074359,Non-linearity,
1416,63,297645,202355,9814.592985270905,10187497.418018632,0.027473926243431937,Non-linearity,
1417,20,297665,202335,9814.4774983740517,10186181.514844231,0.027477475466141574,Non-linearity,
1418,40,297705,202295,9814.303580014086,10184123.363190942,0.027483028502916767,Non-linearity,
1419,26,297731,202269,9814.169757022597,10182473.307422929,0.027487482089814032,Non-linearity,
1420,14,297745,202255,9814.0975052184203,10181654.652968697,0.027489692216793919,Non-linearity,
1421,50,297795,202205,9813.848681168156,10178824.314290337,0.027497336040553426,Non-linearity,
1422,23,297818,202182,9813.7130476513739,10177288.734813027,0.027501484920083603,Non-linearity,
1423,72,297890,202110,9813.4096043984719,10173735.402468972,0.027511090233374173,Non-linearity,
1424,38,297928,202072,9813.2123162709013,10171385.130923562,0.02751744713872447,Non-linearity,
1425,11,297939,202061,9813.1387700204978,10170537.756225877,0.027519739799054647,Non-linearity,
1426,22,297961,202039,9813.0507093092365,10169496.267051034,0.02752255817966491,Non-linearity,
1427,13,297974,202026,9812.9721743446935,10168583.307926469,0.027525029219126414,Non-linearity,
1428,40,298014,201986,9812.778000466169,10166246.538326554,0.027531356003675022,Non-linearity,
1429,44,298058,201942,9812.5274874402821,10163271.28096991,0.027539415698946731,Non-linearity,
1430,20,298078,201922,9812.4257271017632,10162083.357550912,0.02754263499126143,Non-linearity,
1431,41,298119,201881,9812.2128180475065,10159725.998961739,0.027549025701716787,Non-linearity,
1432,43,298162,201838,9812.0061770247703,10157393.165462784,0.027555352845795352,Non-linearity,
1433,21,298183,201817,9811.8899070779371,10156035.946455292,0.027559035251887416,Non-linearity,
1434,46,298229,201771,9811.6717111820726,10153614.033735566,0.02756560883029981,Non-linearity,
1435,18,298247,201753,9811.5787597385097,10152590.31274157,0.027568388366516931,Non-linearity,
1436,54,298301,201699,9811.3183897778454,10149675.539449029,0.027576305427689657,Non-linearity,
1437,29,298330,201670,9811.1856392303889,10148024.440744691,0.0275807921336912,Non-linearity,
1438,31,298361,201639,9811.0397383910822,10146392.689023308,0.027585227700736611,Non-linearity,
1439,70,298431,201569,9810.6978992228032,10142582.931191735,0.027595589266225559,Non-linearity,
1440,49,298480,201520,9810.4725314696807,10139941.429223351,0.027602778045753944,Non-linearity,
1441,69,298549,201451,9810.1581334584607,10135987.626696877,0.027613545218879487,Non-linearity,
1442,1,298550,201450,9810.1537342059528,10135939.156493478,0.027613677267240538,Non-linearity,
1443,20,298570,201430,9810.0641467054156,10134880.053463273,0.02761656291848797,Non-linearity,
1444,44,298614,201386,9809.905614342746,10132867.872374825,0.027622047005158436,Non-linearity,
1445,18,298632,201368,9809.8233284040853,10131865.00605803,0.027624781074406878,Non-linearity,
1446,59,298691,201309,9809.5533917874618,10128411.301980309,0.027634200895166345,Non-linearity,
1447,9,298700,201300,9809.4959439053982,10127663.512835793,0.027636241302158599,Non-linearity,
1448,54,298754,201246,9809.3053620635164,10125191.072091393,0.027642989714957038,Non-linearity,
1449,12,298766,201234,9809.2378062517309,10124370.711418442,0.027645229579763581,Non-linearity,
1450,24,298790,201210,9809.1267692701931,10122910.005921654,0.027649218703324249,Non-linearity,
1451,14,298804,201196,9809.0671823904941,10122180.208997063,0.027651212178480825,Non-linearity,
1452,55,298859,201141,9808.8767389377535,10119800.480602555,0.027657714517621786,Non-linearity,
1453,7,298866,201134,9808.8522620915137,10119493.860125832,0.027658552545859923,Non-linearity,
1454,56,298922,201078,9808.6058292841408,10116071.515507035,0.027667909646422521,Non-linearity,
1455,32,298954,201046,9808.4444928467747,10114042.334327035,0.027673460661505177,Non-linearity,
1456,3,298957,201043,9808.4250210561022,10113801.245208077,0.027674120331404518,Non-linearity,
1457,12,298969,201031,9808.3777144138112,10113202.560048394,0.027675758594363394,Non-linearity,
1458,43,299012,200988,9808.2100675464553,10111006.352004342,0.027681770035908788,Non-linearity,
1459,32,299044,200956,9808.0698625279292,10109088.013222985,0.027687023033303511,Non-linearity,
1460,31,299075,200925,9807.9412917627578,10107404.755416207,0.027691633949636137,Non-linearity,
1461,58,299133,200867,9807.6943000906867,10104121.313233666,0.02770063264197118,Non-linearity,
1462,41,299174,200826,9807.5415316977942,10102135.740053467,0.027706077196931016,Non-linearity,
1463,22,299196,200804,9807.449802834084,10100890.445354752,0.027709492958268314,Non-linearity,
1464,3,299199,200801,9807.4344485920028,10100683.174848847,0.027710061569373563,Non-linearity,
1465,33,299232,200768,9807.2844703533101,10098411.821249299,0.027716294168043869,Non-linearity,
1466,22,299254,200746,9807.2031668262571,10097296.614822678,0.027719355322980421,Non-linearity,
1467,65,299319,200681,9806.9666806662735,10093918.800779633,0.027728631287006096,Non-linearity,
1468,27,299346,200654,9806.8216986957759,10091877.928039841,0.027734238826862295,Non-linearity,
1469,5,299351,200649,9806.7807112749961,10091343.865522675,0.027735706601382415,Non-linearity,
1470,6,299357,200643,9806.7634193105296,10091116.19062262,0.027736332372021572,Non-linearity,
1471,64,299421,200579,9806.4960138461556,10087231.379304223,0.027747014234455178,Non-linearity,
1472,35,299456,200544,9806.32176306564,10085038.910216622,0.027753046384804209,Non-linearity,
1473,18,299474,200526,9806.2510940399625,10084064.868619256,0.027755727111473921,Non-linearity,
1474,18,299492,200508,9806.1780406696507,10083083.415162377,0.027758428760681821,Non-linearity,
1475,21,299513,200487,9806.0837996249975,10081858.515506081,0.027761801282702038,Non-linearity,
1476,73,299586,200414,9805.7707089585947,10077793.573429398,0.027772999181660409,Non-linearity,
1477,19,299605,200395,9805.7097695567008,10077035.063436799,0.027775089687178265,Non-linearity,
1478,35,299640,200360,9805.563613943048,10075021.188188843,0.027780641592686544,Non-linearity,
1479,3,299643,200357,9805.5487520178667,10074830.163746171,0.027781168329265828,Non-linearity,
1480,29,299672,200328,9805.4067060187408,10072904.537722878,0.027786479224498874,Non-linearity,
1481,36,299708,200292,9805.2797013400941,10071137.3594945,0.02779135490629886,Non-linearity,
1482,7,299715,200285,9805.2541220966195,10070806.958918862,0.027792266678284584,Non-linearity,
1483,51,299766,200234,9805.0572322749049,10068154.327560715,0.027799589037051271,Non-linearity,
1484,29,299795,200205,9804.9485321999055,10066461.264977746,0.027804264607023843,Non-linearity,
1485,1,299796,200204,9804.9366560162962,10066313.475182824,0.027804672818686867,Non-linearity,
1486,83,299879,200121,9804.6208900081074,10062273.922813706,0.027815835149668795,Non-linearity,
1487,2,299881,200119,9804.5980705640741,10062001.428993516,0.027816588443457829,Non-linearity,
1488,4,299885,200115,9804.569020161809,10061639.693886094,0.027817588502783628,Non-linearity,
1489,56,299941,200059,9804.3151456101768,10058411.144050889,0.02782651739517928,Non-linearity,
1490,17,299958,200042,9804.2257545869033,10057283.25676661,0.027829638036642242,Non-linearity,
1491,62,300020,199980,9804.0129245703938,10054447.492380433,0.027837487129939938,Non-linearity,
1492,20,300040,199960,9803.9339330967487,10053417.455488496,0.02784033925846734,Non-linearity,
1493,16,300056,199944,9803.8714884184101,10052523.540457062,0.027842814945059188,Non-linearity,
1494,29,300085,199915,9803.7612488957566,10051040.343631081,0.027846923611758456,Non-linearity,
1495,31,300116,199884,9803.645657130246,10049375.997790627,0.027851535531094828,Non-linearity,
1496,52,300168,199832,9803.4573070125734,10046618.421263032,0.027859180167072589,Non-linearity,
1497,25,300193,199807,9803.3604067034557,10045217.950659089,0.02786306420055654,Non-linearity,
1498,10,300203,199797,9803.2840681630241,10044159.69901114,0.027865999850176893,Non-linearity,
1499,23,300226,199774,9803.2111630453182,10043093.900594048,0.027868957060258263,Non-linearity,
1500,20,300246,199754,9803.1351457538403,10042045.342138581,0.027871867048171579,Non-linearity,
1501,34,300280,199720,9802.9800585477151,10039904.720321946,0.027877809647064267,Non-linearity,
1502,38,300318,199682,9802.8060639664163,10037493.305119805,0.027884507033746557,Non-linearity,
1503,15,300333,199667,9802.7131680258608,10036252.422492318,0.027887954675246355,Non-linearity,
1504,18,300351,199649,9802.6518476682395,10035417.214938454,0.027890275677941879,Non-linearity,
1505,16,300367,199633,9802.5868254718316,10034526.780511193,0.027892750579070019,Non-linearity,
1506,36,300403,199597,9802.4391681326961,10032520.91243773,0.027898327360654226,Non-linearity,
1507,38,300441,199559,9802.2902351599314,10030426.564761452,0.027904152516414309,Non-linearity,
1508,49,300490,199510,9802.1138850137504,10027964.336253457,0.027911003996686227,Non-linearity,
1509,76,300566,199434,9801.865139259653,10024336.146861367,0.027921106053035872,Non-linearity,
1510,37,300603,199397,9801.709819608277,10022122.038342766,0.02792727444317563,Non-linearity,
1511,12,300615,199385,9801.6503942641048,10021282.279633813,0.027929614679811681,Non-linearity,
1512,62,300677,199323,9801.4210447312598,10017948.559127145,0.027938908950854487,Non-linearity,
1513,39,300716,199284,9801.2735508470105,10015741.467486672,0.027945065632572912,Non-linearity,
1514,36,300752,199248,9801.157689317326,10014074.022827439,0.027949718768782484,Non-linearity,
1515,39,300791,199209,9801.0038159002434,10011641.918072037,0.027956508528592709,Non-linearity,
1516,27,300818,199182,9800.9373382391896,10010661.774747185,0.02795924574875228,Non-linearity,
1517,31,300849,199151,9800.850871001936,10009246.155740075,0.027963200056508385,Non-linearity,
1518,29,300878,199122,9800.7263769553992,10007381.762491517,0.02796840965104877,Non-linearity,
1519,37,300915,199085,9800.5854512854748,10005132.360701852,0.027974697642896861,Non-linearity,
1520,27,300942,199058,9800.4863499816947,10003298.393416695,0.027979826419253565,Non-linearity,
1521,84,301026,198974,9800.1545308992772,9998531.0222151801,0.027993167400883583,Non-linearity,
1522,49,301075,198925,9799.9401163876719,9995569.4448588416,0.028001461468686723,Non-linearity,
1523,72,301147,198853,9799.7173037404846,9992109.4220774695,0.028011157689024273,Non-linearity,
1524,30,301177,198823,9799.5998344204054,9990169.866495423,0.028016595954637506,Non-linearity,
1525,41,301218,198782,9799.4230436710477,9987607.534505181,0.028023783643963927,Non-linearity,
1526,58,301276,198724,9799.179930053253,9984040.3359149024,0.028033796263919941,Non-linearity,
